"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Van Der Graaf Generator","Chloe","F","27","Cuevas","594.57261","paid","San Francisco-Oakland-Hayward, CA","816","Killer","49"
"Kardinal Offishall / Rihanna","Kate","F","36","Harrell","223.00689","paid","Lansing-East Lansing, MI","817","Numba 1 (Tide Is High)","97"
"Ghostland Observatory","Kate","F","37","Harrell","266.10893","paid","Lansing-East Lansing, MI","817","Club Soda (Album)","97"
"Guus Meeuwis","Chloe","F","28","Cuevas","219.19302","paid","San Francisco-Oakland-Hayward, CA","816","Laat Mij In Die Waan","49"
"John Mayer","Kate","F","38","Harrell","263.57506","paid","Lansing-East Lansing, MI","817","Free Fallin'","97"
"Support Lesbiens","Chloe","F","29","Cuevas","195.26485","paid","San Francisco-Oakland-Hayward, CA","816","Fisherman's Friend","49"
"Sauce Money Featuring Memphis Bleek","Kate","F","39","Harrell","280.21506","paid","Lansing-East Lansing, MI","817","What We Do (Explicit) (Feat. Memphis Bleek)","97"
"Carmen Consoli","Chloe","F","30","Cuevas","288.7571","paid","San Francisco-Oakland-Hayward, CA","816","Piccolo Cesare","49"
"Mac Lethal","Kate","F","40","Harrell","238.99383","paid","Lansing-East Lansing, MI","817","Know it All","97"
"The Dear Hunter","Chloe","F","31","Cuevas","228.85832","paid","San Francisco-Oakland-Hayward, CA","816","Blood Of The Rose","49"
"Gaelic Storm","Kate","F","41","Harrell","163.23873","paid","Lansing-East Lansing, MI","817","Tell Me Ma","97"
"Espers","Chloe","F","32","Cuevas","598.282","paid","San Francisco-Oakland-Hayward, CA","816","Flaming Telepaths","49"
"Craig David","Kate","F","42","Harrell","184.47628","paid","Lansing-East Lansing, MI","817","One More Lie (Standing In The Shadows)","97"
"La Monja Enana","Kate","F","43","Harrell","144.43057","paid","Lansing-East Lansing, MI","817","VillapingÃÂ¼ino","97"
"The White Stripes","Kate","F","44","Harrell","231.81016","paid","Lansing-East Lansing, MI","817","Seven Nation Army (Album Version)","97"
"Disturbed","Chloe","F","33","Cuevas","226.01098","paid","San Francisco-Oakland-Hayward, CA","816","The Game (Amended Version)","49"
"Silent Stream Of Godless Elegy","Kate","F","45","Harrell","412.83873","paid","Lansing-East Lansing, MI","817","TvÃÂ¡rÃÂ­ v TvÃÂ¡r","97"
"Skream","Chloe","F","34","Cuevas","258.45506","paid","San Francisco-Oakland-Hayward, CA","816","Tortured Soul","49"
"Kings Of Leon","Chloe","F","35","Cuevas","136.54159","paid","San Francisco-Oakland-Hayward, CA","816","Molly's Chambers","49"
"Florence + The Machine","Kate","F","46","Harrell","185.3122","paid","Lansing-East Lansing, MI","817","I'm Not Calling You A Liar","97"
"Joy Division","Chloe","F","36","Cuevas","380.89098","paid","San Francisco-Oakland-Hayward, CA","816","The Eternal","49"
"Iam","Kate","F","47","Harrell","278.22975","paid","Lansing-East Lansing, MI","817","Une Femme Seule","97"
"Adina Howard","Kate","F","48","Harrell","236.40771","paid","Lansing-East Lansing, MI","817","Horny For Your Love (LP Version)","97"
"David Darling","Chloe","F","37","Cuevas","313.0771","paid","San Francisco-Oakland-Hayward, CA","816","Minor Blue","49"
"Cloud Cult","Chloe","F","38","Cuevas","260.25751","paid","San Francisco-Oakland-Hayward, CA","816","May Your Hearts Stay Strong","49"
"FRANK T","Chloe","F","39","Cuevas","24.60689","paid","San Francisco-Oakland-Hayward, CA","816","Ele","49"
"Alceu ValenÃÂ§a","Chloe","F","40","Cuevas","162.58567","paid","San Francisco-Oakland-Hayward, CA","816","Recado Falado (MetrÃÂ´ Da Saudade)","49"
"Tom Waits","Chloe","F","41","Cuevas","190.92853","paid","San Francisco-Oakland-Hayward, CA","816","Flash Pan Hunter","49"
"Third World","Jayden","M","1","Bell","268.79955","free","Dallas-Fort Worth-Arlington, TX","645","1865 (96ÃÂº In The Shade)","91"
"Jill Scott","Chloe","F","42","Cuevas","108.69506","paid","San Francisco-Oakland-Hayward, CA","816","Crown Royal","49"
"The Temptations","Chloe","F","43","Cuevas","246.88281","paid","San Francisco-Oakland-Hayward, CA","816","Ball Of Confusion (That's What The World Is Today)","49"
"Selena Gomez & The Scene","Jayden","M","2","Bell","241.91955","free","Dallas-Fort Worth-Arlington, TX","645","Naturally","91"
"Incubus","Chloe","F","44","Cuevas","289.54077","paid","San Francisco-Oakland-Hayward, CA","816","Warning","49"
"Lily Allen","Jayden","M","3","Bell","240.19546","free","Dallas-Fort Worth-Arlington, TX","645","Littlest Things (Live At The Astoria)","91"
"Band Of Horses","Chloe","F","45","Cuevas","207.5424","paid","San Francisco-Oakland-Hayward, CA","816","Compliments","49"
"Stephan Micus","Chloe","F","46","Cuevas","170.94485","paid","San Francisco-Oakland-Hayward, CA","816","Shen Khar Venakhi","49"
"Pavement","Chloe","F","47","Cuevas","99.16036","paid","San Francisco-Oakland-Hayward, CA","816","Mercy:The Laundromat","49"
"Manolo Otero","Chloe","F","48","Cuevas","253.75302","paid","San Francisco-Oakland-Hayward, CA","816","QuÃÂ© He De Hacer Para Olvidarte","49"
"Randy Crawford","Chloe","F","49","Cuevas","263.33995","paid","San Francisco-Oakland-Hayward, CA","816","Rainy Night In Georgia (Album Version )","49"
"Parkway Drive","Chloe","F","50","Cuevas","338.99057","paid","San Francisco-Oakland-Hayward, CA","816","Horizons","49"
"Radiohead","Chloe","F","51","Cuevas","267.20608","paid","San Francisco-Oakland-Hayward, CA","816","Subterranean Homesick Alien","49"
"Kid Rock","Lily","F","1","Koch","296.95955","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","All Summer Long (Album Version)","15"
"Ray LaMontagne","Lily","F","2","Koch","235.15383","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Barfly","15"
"CSS","Lily","F","3","Koch","191.42485","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Meeting Paris Hilton (Album)","15"
"Jason Mraz","Lily","F","4","Koch","252.39465","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Live High (Album Version)","15"
"Elena","Lily","F","5","Koch","269.58322","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Setanta matins","15"
"Bullet For My Valentine","Lily","F","6","Koch","258.2722","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Her Voice Resides","15"
"Deepest Blue","Lily","F","7","Koch","210.54649","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Deepest Blue","15"
"Laurie Berkner","Lily","F","8","Koch","132.67546","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","The Crabs","15"
"Cake","Lily","F","9","Koch","190.32771","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Jesus Wrote a Blank Check","15"
"Lara & Reyes","Lily","F","10","Koch","277.41995","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","El Castillo","15"
"LL Cool J","Lily","F","11","Koch","248.68526","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Around The Way Girl","15"
"El Canto del Loco","Lily","F","12","Koch","226.0371","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","La Suerte De Mi Vida","15"
"Five Iron Frenzy","Lily","F","13","Koch","236.09424","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Canada","15"
"Kajagoogoo","Lily","F","14","Koch","223.55546","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Too Shy","15"
"Sin Animo De Lucro","Lily","F","15","Koch","212.1922","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Dime Tu","15"
"Slayer","Lily","F","16","Koch","233.45587","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Ghosts Of War","15"
"The Maine","Lily","F","17","Koch","209.00526","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","You Left Me","15"
"Kate Winslet","Lily","F","18","Koch","106.73587","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","What If (Film Version)","15"
"Bertine Zetlitz","Lily","F","19","Koch","246.30812","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Snow On A Hot Day","15"
"Christopher O'Riley","Lily","F","20","Koch","337.91955","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","paranoid android","15"
"Kanye West","Lily","F","21","Koch","274.41587","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","RoboCop","15"
"Joy Division","Lily","F","22","Koch","170.94485","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Digital","15"
"Al Green","Lily","F","23","Koch","133.58975","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","I Say A Little Prayer","15"
"Cage The Elephant","Lily","F","24","Koch","228.0224","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Back Against The Wall","15"
"George Jones","Lily","F","25","Koch","146.85995","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","She's My Rock","15"
"Aly & AJ","Lily","F","26","Koch","150.59546","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Like Whoa","15"
"Beck","Lily","F","27","Koch","211.1473","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Girl","15"
"The Decemberists","Lily","F","28","Koch","313.65179","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Sons & Daughters","15"
"Rammstein","Lily","F","29","Koch","256.28689","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","MOSKAU","15"
"Melody Gardot","Lily","F","30","Koch","261.32853","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Worrisome Heart","15"
"ENUR Feat NATASJA","Lily","F","31","Koch","230.63465","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Calabria 2007","15"
"AFI","Lily","F","32","Koch","328.72444","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Affliction","15"
"Edward Sharpe & The Magnetic Zeros","Lily","F","33","Koch","306.31138","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Home","15"
"Martina Topley Bird","Lily","F","34","Koch","177.08363","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Poison","15"
"Ben Jelen","Lily","F","35","Koch","226.55955","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Come On (Album Version)","15"
"Florence + The Machine","Theodore","M","0","Smith","131.3171","free","Houston-The Woodlands-Sugar Land, TX","796","Kiss With A Fist","52"
"3 Doors Down","Lily","F","36","Koch","237.13914","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Here Without You","15"
"Jackson Browne","Lily","F","37","Koch","367.35955","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Sky Blue And Black (LP Version)","15"
"Muse","Jordan","F","3","Hicks","259.26485","free","Salinas, CA","814","Supermassive Black Hole [Phones Control Voltage Remix]","37"
"Mobin Master Feat. Robin S.","Jayden","M","1","Fox","428.64281","free","New Orleans-Metairie, LA","842","Show Me Love","101"
"Duncan Dhu","Bronson","M","0","Harris","211.90485","free","Eugene, OR","827","Rozando La Eternidad","33"
"New Found Glory","Bronson","M","1","Harris","222.69342","free","Eugene, OR","827","the king of wishful thinking","33"
"Reel Big Fish","Bronson","M","2","Harris","210.65098","free","Eugene, OR","827","Beer","33"
"3 Doors Down","Ryann","F","0","Smith","227.7873","free","Palestine, TX","905","Pages","92"
"Hird","Ryann","F","1","Smith","396.64281","free","Palestine, TX","905","Keep You Kimi (Feat. Yukimi Nagano)","92"
"Vampire Weekend","Ryann","F","2","Smith","255.81669","free","Palestine, TX","905","M79 (Album)","92"
"Scars On Broadway","Chloe","F","1","Cuevas","187.34975","paid","San Francisco-Oakland-Hayward, CA","930","Insane","49"
"Death From Above 1979","Chloe","F","2","Cuevas","153.88689","paid","San Francisco-Oakland-Hayward, CA","930","Cold War","49"
"Nessbeal","Chloe","F","3","Cuevas","249.52118","paid","San Francisco-Oakland-Hayward, CA","930","EmmurÃÂ© Vivant","49"
"311","Chloe","F","4","Cuevas","204.14649","paid","San Francisco-Oakland-Hayward, CA","930","Jackolantern's Weather","49"
"Octopus Project","Bronson","M","1","Harris","350.40608","free","Eugene, OR","937","Crying At The Aquarium","33"
"Tech N9ne","Chloe","F","5","Cuevas","232.82893","paid","San Francisco-Oakland-Hayward, CA","930","Flash","49"
"Classified","Bronson","M","2","Harris","272.90077","free","Eugene, OR","937","All About U","33"
"Ratt","Chloe","F","6","Cuevas","205.97506","paid","San Francisco-Oakland-Hayward, CA","930","Lay It Down (2007 Remastered)","49"
"Mya / Jadakiss","Chloe","F","7","Cuevas","253.28281","paid","San Francisco-Oakland-Hayward, CA","930","Best Of Me","49"
"Catupecu Machu","Bronson","M","3","Harris","191.79057","free","Eugene, OR","937","Y Lo Que Quiero Es Que Pises Sin El Suelo","33"
"R.E.M.","Chloe","F","8","Cuevas","252.73424","paid","San Francisco-Oakland-Hayward, CA","930","Burning Down","49"
"Rufus Wainwright","Chloe","F","9","Cuevas","249.62567","paid","San Francisco-Oakland-Hayward, CA","930","Hallelujah","49"
"The Waterboys","Chloe","F","10","Cuevas","382.37995","paid","San Francisco-Oakland-Hayward, CA","930","Bury My Heart","49"
"Diana Ross","Chloe","F","11","Cuevas","130.97751","paid","San Francisco-Oakland-Hayward, CA","930","Don't Explain","49"
"The Lonely Island / Jack Black","Chloe","F","12","Cuevas","126.74567","paid","San Francisco-Oakland-Hayward, CA","930","Sax Man","49"
"Deadmau5 & Kaskade","Chloe","F","13","Cuevas","335.15057","paid","San Francisco-Oakland-Hayward, CA","930","I Remember (Caspa Remix)","49"
"Chiodos","Chloe","F","14","Cuevas","226.16771","paid","San Francisco-Oakland-Hayward, CA","930","Life Is A Perception Of Your Own Reality (Album Version)","49"
"Stray Cats","Aleena","F","0","Kirby","195.05587","paid","Waterloo-Cedar Falls, IA","781","Ubangi Stomp","44"
"Phantom Planet","Aleena","F","2","Kirby","199.6273","paid","Waterloo-Cedar Falls, IA","781","California","44"
"Alejandro Sanz","Aleena","F","4","Kirby","230.24281","paid","Waterloo-Cedar Falls, IA","781","Non E_ Per Te_ Per Me","44"
"Macaco","Aleena","F","5","Kirby","204.90404","paid","Waterloo-Cedar Falls, IA","781","Somos Luz","44"
"Marcy Playground","Aleena","F","6","Kirby","150.83057","paid","Waterloo-Cedar Falls, IA","781","Pigeon Farm","44"
"Catupecu Machu","Aleena","F","7","Kirby","251.45424","paid","Waterloo-Cedar Falls, IA","781","Plan B: Anhelo De SatisfacciÃÂ³n","44"
"Vector Lovers","Aleena","F","8","Kirby","260.70159","paid","Waterloo-Cedar Falls, IA","781","Neon Sky Rain","44"
"Blondie","Aleena","F","9","Kirby","273.05751","paid","Waterloo-Cedar Falls, IA","781","Atomic '98 (Xenomania Mix)","44"
"Red Hot Chili Peppers","Aleena","F","10","Kirby","365.53098","paid","Waterloo-Cedar Falls, IA","781","Turn It Again (Album Version)","44"
"KT Tunstall","Aleena","F","11","Kirby","197.56363","paid","Waterloo-Cedar Falls, IA","781","Throw Me A Rope","44"
"The Depreciation Guild","Aleena","F","13","Kirby","308.08771","paid","Waterloo-Cedar Falls, IA","781","Dream About Me","44"
"Devendra Banhart","Aleena","F","14","Kirby","286.30159","paid","Waterloo-Cedar Falls, IA","781","I Feel Just Like a Child","44"
"Eddie Santiago","Kate","F","0","Harrell","263.20934","paid","Lansing-East Lansing, MI","837","Hasta Aqui Te Fui Fiel","97"
"Bloc Party","Aleena","F","15","Kirby","222.04036","paid","Waterloo-Cedar Falls, IA","781","Plans (Replanned by Mogwai)","44"
"Sanctus Real","Kate","F","1","Harrell","209.89342","paid","Lansing-East Lansing, MI","837","Possibilities (The Face Of Love Album Version)","97"
"Soltero","Aleena","F","16","Kirby","182.12526","paid","Waterloo-Cedar Falls, IA","781","Songs Of The Season","44"
"Graham Coxon","Kate","F","2","Harrell","260.20526","paid","Lansing-East Lansing, MI","837","Sorrow's Army","97"
"De-Phazz","Aleena","F","17","Kirby","205.42649","paid","Waterloo-Cedar Falls, IA","781","Astrud Astronette","44"
"PAULA COLE","Kate","F","3","Harrell","266.65751","paid","Lansing-East Lansing, MI","837","Where Have All The Cowboys Gone? (Album Version)","97"
"Blind Pilot","Aleena","F","18","Kirby","265.7171","paid","Waterloo-Cedar Falls, IA","781","3 Rounds and a Sound","44"
"Florence + The Machine","Kate","F","4","Harrell","219.66322","paid","Lansing-East Lansing, MI","837","Dog Days Are Over (Radio Edit)","97"
"El Cuarteto De Nos","Aleena","F","19","Kirby","255.97342","paid","Waterloo-Cedar Falls, IA","781","Yendo A La Casa De DamiÃÂ¡n","44"
"Clarika","Kate","F","5","Harrell","201.84771","paid","Lansing-East Lansing, MI","837","Les GarÃÂ§ons Dans Les Vestiaires","97"
"Mos Def","Aleena","F","20","Kirby","142.99383","paid","Waterloo-Cedar Falls, IA","781","The Boogie Man Song","44"
"Kings Of Leon","Kate","F","6","Harrell","201.79546","paid","Lansing-East Lansing, MI","837","Revelry","97"
"Love Is All","Aleena","F","21","Kirby","374.72608","paid","Waterloo-Cedar Falls, IA","781","Turn The Radio Off (Maps Remix)","44"
"Two Door Cinema Club","Kate","F","7","Harrell","207.43791","paid","Lansing-East Lansing, MI","837","Costume Party","97"
"Bring Me The Horizon","Aleena","F","22","Kirby","115.77424","paid","Waterloo-Cedar Falls, IA","781","Football Season Is Over (Album Version)","44"
"T.I.","Aleena","F","23","Kirby","185.10322","paid","Waterloo-Cedar Falls, IA","781","Look What I Got (Edited Album Version)","44"
"Des'ree","Ryan","M","0","Smith","196.51873","free","San Jose-Sunnyvale-Santa Clara, CA","919","Life","26"
"The Beach Boys","Celeste","F","0","Williams","140.19873","free","Klamath Falls, OR","883","Let's Go Away For Awhile (Highlights From Tracking Date)","53"
"Steppenwolf","Celeste","F","1","Williams","270.28853","free","Klamath Falls, OR","883","Magic Carpet Ride","53"
"The Carter Family","Cecilia","F","1","Owens","171.54567","free","Atlanta-Sandy Springs-Roswell, GA","870","Little Log Cabin By The Sea","6"
"ExposÃÂ©","Lily","F","2","Koch","230.922","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","I'll Never Get Over You Getting Over Me","15"
"Bettye Lavette","Lily","F","3","Koch","225.82812","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","I Still Want To Be Your Baby (Take Me Like I Am)","15"
"Phil Collins","Ayla","F","0","Johnson","241.03138","free","Santa Rosa, CA","851","Look Through My Eyes","63"
"Guns N' Roses","Lily","F","4","Koch","406.17751","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Paradise City","15"
"Floyd Cramer","Ayla","F","1","Johnson","202.68363","free","Santa Rosa, CA","851","Have I Told You Lately","63"
"Queen","Lily","F","5","Koch","212.16608","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Death On Two Legs (Dedicated To....) (Live) (1994 Digital Remaster)","15"
"M83","Lily","F","6","Koch","175.46404","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Teen Angst","15"
"BjÃÂ¶rk","Lily","F","7","Koch","348.57751","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Undo","15"
"L.O.X.","Lily","F","8","Koch","253.25669","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Recognize","15"
"Kings Of Leon","Lily","F","9","Koch","216.39791","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Fans","15"
"Sugar Ray","Lily","F","10","Koch","243.33016","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Someday (Remastered LP Version)","15"
"N.E.R.D.","Lily","F","11","Koch","259.23873","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Rock Star","15"
"Medeski_ Martin & Wood","Lily","F","12","Koch","218.40934","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Uninvisible","15"
"Chad & Jeremy","Lily","F","13","Koch","153.83465","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","A Summer Song","15"
"The Sonics","Lily","F","14","Koch","183.09179","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Have Love_ Will Travel","15"
"Hot Chip","Lily","F","15","Koch","337.99791","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","No Fit State","15"
"Evanescence","Lily","F","16","Koch","255.13751","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Missing (Live in Europe)","15"
"Hardrive","Lily","F","17","Koch","191.242","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Deep Inside (Harry Choo Choo Romero's Bambossa Remix)","15"
"The Cinematic Orchestra","Lily","F","18","Koch","613.74649","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Burn Out","15"
"Coldplay","Lily","F","19","Koch","318.6673","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Politik","15"
"Daft Punk","Lily","F","20","Koch","319.42485","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Human After All","15"
"Rise Against","Lily","F","21","Koch","242.25914","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Savior","15"
"Captain & Tennille","Lily","F","22","Koch","199.36608","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Love Will Keep Us Together","15"
"Mondo Marcio","Lily","F","23","Koch","263.60118","paid","Chicago-Naperville-Elgin, IL-IN-WI","834","Purple Weed","15"
"Jason Mraz","Mohammad","M","0","Rodriguez","255.50322","paid","Sacramento--Roseville--Arden-Arcade, CA","900","The Remedy (I Won't Worry) (New EQ'd LP Version)","88"
"Those Dancing Days","Kaleb","M","0","Cook","197.90322","free","Yuba City, CA","822","Run Run","54"
"Wiz Khalifa","Mohammad","M","1","Rodriguez","155.402","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Ink My Whole Body","88"
"Maya Nasri","Kaleb","M","1","Cook","245.75955","free","Yuba City, CA","822","Wayli Aah","54"
"Mat Kearney","Mohammad","M","2","Rodriguez","217.5473","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Closer To Love","88"
"Jukebox The Ghost","Mohammad","M","3","Rodriguez","224.36526","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Victoria","88"
"Lower Class Brats","Mohammad","M","4","Rodriguez","142.23628","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Sex And Violence","88"
"Bon Jovi","Mohammad","M","5","Rodriguez","250.69669","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Livin' On A Prayer","88"
"Faith No More","Mohammad","M","6","Rodriguez","291.42159","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Epic","88"
"Metallica","Mohammad","M","7","Rodriguez","389.98159","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Eye Of The Beholder","88"
"Belphegor","Theodore","M","0","Smith","276.63628","free","Houston-The Woodlands-Sugar Land, TX","904","Reichswehr In Blood","52"
"Bond","Theodore","M","1","Smith","208.16934","free","Houston-The Woodlands-Sugar Land, TX","904","Victory","52"
"Usher featuring will.i.am","Mohammad","M","8","Rodriguez","395.72853","paid","Sacramento--Roseville--Arden-Arcade, CA","900","OMG","88"
"The All-American Rejects","Mohammad","M","11","Rodriguez","256.31302","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Why Worry","88"
"Vangelis","Jacob","M","0","Klein","327.52281","paid","Tampa-St. Petersburg-Clearwater, FL","913","Wait For Me","73"
"David Archuleta","Mohammad","M","12","Rodriguez","205.26975","paid","Sacramento--Roseville--Arden-Arcade, CA","900","To Be With You","88"
"Hercules And Love Affair","Mohammad","M","13","Rodriguez","471.74485","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Blind (Frankie Knuckles Remix)","88"
"3 Doors Down","Mohammad","M","14","Rodriguez","237.13914","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Here Without You","88"
"Natalie Imbruglia","Mohammad","M","15","Rodriguez","216.39791","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Stuck On The Moon","88"
"Josh Turner","Mohammad","M","16","Rodriguez","207.93424","paid","Sacramento--Roseville--Arden-Arcade, CA","900","What It Ain't","88"
"Ryan Adams & The Cardinals","Mohammad","M","17","Rodriguez","275.22567","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Dear John","88"
"Nicky Jam","Mohammad","M","18","Rodriguez","178.33751","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Me Voy Pal Party","88"
"Flo Rida","Matthew","M","1","Jones","264.88118","paid","Janesville-Beloit, WI","808","Available [feat. Akon] (Album Version)","36"
"M83","Mohammad","M","19","Rodriguez","637.3873","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Lower Your Eyelids To Die With The Sun","88"
"Quantic","Jayden","M","1","Fox","240.22159","free","New Orleans-Metairie, LA","936","Sound Of Everything Feat. Alice Russell","101"
"Horse Feathers","Matthew","M","2","Jones","175.15057","paid","Janesville-Beloit, WI","808","Dustbowl","36"
"Kelly Clarkson","Matthew","M","3","Jones","281.5473","paid","Janesville-Beloit, WI","808","Already Gone","36"
"Dimmu Borgir","Mohammad","M","20","Rodriguez","216.65914","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Perfection Or Vanity-Outro","88"
"Jeremih","Matthew","M","4","Jones","227.26485","paid","Janesville-Beloit, WI","808","Birthday Sex","36"
"Paramore","Mohammad","M","21","Rodriguez","243.51302","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Emergency (Album Version)","88"
"Animal Collective","Matthew","M","5","Jones","410.90567","paid","Janesville-Beloit, WI","808","Fireworks","36"
"Depeche Mode","Mohammad","M","22","Rodriguez","174.39302","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Jazz Thieves","88"
"Tego Calderon","Tucker","M","0","Garrison","151.74485","free","Oxnard-Thousand Oaks-Ventura, CA","874","Pa' Que Retozen (Amended Version)","40"
"Skillet","Mohammad","M","23","Rodriguez","210.78159","paid","Sacramento--Roseville--Arden-Arcade, CA","900","The Last Night (Album Version)","88"
"The Vandals","Matthew","M","6","Jones","271.67302","paid","Janesville-Beloit, WI","808","My Girlfriend's Dead","36"
"Stars","Mohammad","M","24","Rodriguez","406.85669","paid","Sacramento--Roseville--Arden-Arcade, CA","900","In Our Bedroom After The War","88"
"Charlotte Sometimes","Matthew","M","7","Jones","173.68771","paid","Janesville-Beloit, WI","808","How I Could Just Kill A Man","36"
"Usher","Hayden","F","1","Brock","224.10404","paid","Detroit-Warren-Dearborn, MI","381","Hey Daddy (Daddy's Home)","72"
"Groove Armada","Hayden","F","2","Brock","357.61587","paid","Detroit-Warren-Dearborn, MI","381","Edge Hill","72"
"Keith Sweat Featuring Athena Cage","Mohammad","M","25","Rodriguez","263.96689","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Nobody (Featuring Athena Cage) (LP Version)","88"
"Frightened Rabbit","Mohammad","M","26","Rodriguez","259.02975","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Swim Until You Cant See Land","88"
"Gilgamesh","Hayden","F","3","Brock","44.30322","paid","Detroit-Warren-Dearborn, MI","381","Just C","72"
"Owl City","Hayden","F","4","Brock","231.67955","paid","Detroit-Warren-Dearborn, MI","381","Vanilla Twilight","72"
"Frumpies","Mohammad","M","27","Rodriguez","134.47791","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Fuck Kitty","88"
"TÃÂ©lÃÂ©phone","Hayden","F","5","Brock","363.67628","paid","Detroit-Warren-Dearborn, MI","381","Flipper","72"
"Foo Fighters","Mohammad","M","28","Rodriguez","200.61995","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Cold Day In The Sun","88"
"BjÃÂ¶rk","Mohammad","M","29","Rodriguez","348.57751","paid","Sacramento--Roseville--Arden-Arcade, CA","900","Undo","88"
"DecembeRadio","Lily","F","0","Burns","249.62567","free","New York-Newark-Jersey City, NY-NJ-PA","886","Find You Waiting","32"
"Grizzly Bear","Hayden","F","6","Brock","199.78404","paid","Detroit-Warren-Dearborn, MI","381","Reprise","72"
"Incubus","Hayden","F","7","Brock","257.25342","paid","Detroit-Warren-Dearborn, MI","381","Dig","72"
"The Maine","Lily","F","1","Burns","182.83057","free","New York-Newark-Jersey City, NY-NJ-PA","886","I Wanna Love You (Akon Cover) ( Compilation)","32"
